station_id,name,lat,lon,capacity,num_bikes_available,num_docks_available,is_renting,is_returning
7138,Davenport/Christie,43.675278,-79.423889,15,8,7,True,True
7139,Glen Edyth/Davenport,43.677778,-79.405556,15,4,11,True,True
7140,Macpherson/ Spadina,43.675791,-79.40698,15,7,8,True,True
7141,Bridgeman/Kendal,43.675556,-79.410278,15,0,15,True,True
7142,Bridgeman/Bathurst,43.674444,-79.414722,15,4,11,True,True
7143,Kendal/Bernard,43.671513,-79.408317,15,7,7,True,True
7144,Palmerston/Vermont,43.671389,-79.416389,15,6,9,True,True
7146,Benson/Christie "Wychwood Barns",43.68,-79.42500000000001,19,9,10,True,True
7147,King St / Mowat,43.6394444,-79.42527777777778,15,11,3,True,True
7148,King / Jefferson,43.639444,-79.423611,15,6,9,True,True
7149,Yarmouth/Christie,43.67,-79.42083333333333,11,5,6,True,True
7150,Dufferin Grove Park,43.6555556,-79.43361111111112,19,16,3,True,True
7151,Essex/Christie,43.6686111,-79.42027777777778,19,4,15,True,True
7152,Bloor/Ossington,43.6619444,-79.42555555555556,11,9,2,True,True
7153,Bloor/Christie,43.6638889,-79.41888888888889,19,10,7,True,True
7154,Bathurst Subway Station,43.6666667,-79.41166666666668,23,7,16,True,True
7155,Bathurst/Lennox,43.6638889,-79.41055555555556,19,11,8,True,True
7156,Salem/Bloor,43.6608333,-79.43166666666667,15,5,10,True,True
7157,Bloor/Dufferin,43.66083333333333,-79.43583333333333,15,8,6,True,True
7158,King/Strachan,43.6422222,-79.41111111111111,15,3,10,True,True
7160,King/Tecumseth,43.64333333333333,-79.40555555555557,15,10,4,True,True
7161,Beverly/College,43.6575,-79.39527777777778,23,1,22,True,True
7162,Hayter/Laplante,43.6591666666667,-79.3855555555556,15,1,14,True,True
7163,Yonge/Wood,43.6622222,-79.3825,15,3,12,True,True
7164,Victoria/Dundas,43.657189,-79.379953,19,0,18,True,True
7167,Moss Park,43.6544444,-79.3711111111111,15,4,11,True,True
7168,Queens Quay/Yonge,43.641646,-79.375308,15,5,10,True,True
7169,Front/Bay,43.646162,-79.378912,11,2,9,True,True
7170,Spadina / Willcocks,43.6616667,-79.40138888888889,15,2,13,True,True
7171,Ontario Place Blvd/Remembrance,43.632999,-79.408671,27,9,16,True,True
7172,Strachan and Princes' Blvd,43.635,-79.4088888888889,19,3,16,True,True
7173,Cariboo St/ Rail Path,43.66666667,-79.45833333333334,19,7,12,True,True
7174,Bloor/Dundas St W,43.6563889,-79.45166666666667,15,12,3,True,True
7175,HTO Park,43.6386,-79.3875,27,18,9,True,True
7176,Bathurst/Fort York,43.639179,-79.399595,19,15,4,True,True
7177,Liberty/Pirandello,43.6386111111111,-79.4147222222222,19,17,0,True,True
7178,Dundas St W/Edna Ave,43.6575,-79.4525,15,4,11,True,True
7179,Bloor GO/UP Station,43.6575,-79.4502777777778,19,8,11,True,True
7180,Lansdowne/Wade,43.6591666666667,-79.4427777777778,23,15,8,True,True
7181,Lansdowne/Whytock,43.6538888888889,-79.4413888888889,15,4,11,True,True
7182,Sterling/Dundas,43.6508333333333,-79.4430555555556,19,5,12,True,True
7183,Margueretta/College,43.6513888888889,-79.4377777777778,15,2,13,True,True
7184,Ossington Ave/College St.,43.6544915,-79.422634,15,7,7,True,True
7188,Atlantic/Liberty,43.6366666666667,-79.4197222222222,23,4,18,True,True
7189,Augusta/Denison Sq,43.6541666666667,-79.4019444444445,15,1,14,True,True
7190,St. George/Hoskin,43.664059,-79.398334,15,1,14,True,True
7191,Central Tech,43.661975,-79.407896,11,9,2,True,True
7192,Harbord/ Clinton,43.660167,-79.416277,15,14,1,True,True
7193,Queen/Gladstone,43.6430555555556,-79.4275,15,12,2,True,True
7194,Mortimer/Coxwell,43.690564,-79.326319,11,5,6,True,True
7195,Ulster/Bathurst,43.66,-79.4088888888889,11,7,4,True,True
7196,Roxton/Harbord,43.6588888888889,-79.4233333333333,11,2,9,True,True
7197,Queen/Dovercourt,43.6436111111111,-79.4225,11,10,1,True,True
7198,Queen/Cowan,43.6409,-79.432837,19,12,7,True,True
7199,College/Markham,43.6563888888889,-79.4091666666667,15,5,10,True,True
7202,City Hall,43.651667,-79.384167,23,2,21,True,True
7203,Harrison/Dovercourt,43.650978,-79.424557,11,14,9,True,True
7204,College/Crawford,43.655,-79.418889,19,9,10,True,True
7205,Rusholme Park/College,43.65277778,-79.42972222,15,7,8,True,True
7206,Claremont/Dundas,43.651667,-79.411667,11,2,9,True,True
7207,Dundas/Crawford,43.649722,-79.416944,19,10,6,True,True
7208,College/Clinton,43.656296,-79.414663,11,4,7,True,True
7209,Ossington/Harrison,43.651111111111106,-79.4213888888889,19,13,6,True,True
7210,Mary McCormick Rec Centre,43.6475,-79.43305555555555,15,10,4,True,True
7211,Fort York/Garrison,43.6375,-79.40611111111112,15,15,0,True,True
7216,Wellington Dog Park,43.641281,-79.409339,23,14,9,True,True
